id,term,definition,section,category,source_id,source_page,source_order,parser_profile,parser_version,review_status,warnings,raw_entry_text
15463cbaf9fc4928,VOCABULARY FROM CLASSICAL ROOTS,"11. centigrade (sén’ti grad’) [gradus<L. “step”] adj. Referring to a thermometer scale of 100 degrees where water freezes at 0° and boils at 100°. Although most Americans continue to use the Fahrenheit scale where water freezes at 32° and boils at 212°, scientists use the centigrade scale because it makes calculations easier. Circle the letter of the best SYNONYM (the word or phrase most nearly",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,13,36,generic,generic-line-parser.v1,needs_review,,"VOCABULARY FROM CLASSICAL ROOTS
11. centigrade (sén’ti grad’) [gradus<L. “step”]
adj. Referring to a thermometer scale of 100
degrees where water freezes at 0° and boils at
100°.
Although most Americans continue to use the
Fahrenheit scale where water freezes at 32° and
boils at 212°, scientists use the centigrade scale
because it makes calculations easier.
Circle the letter of the best SYNONYM (the word or phrase most nearly"
3a41e4dc5803d523,the same as the word in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,13,37,generic,generic-line-parser.v1,needs_review,,the same as the word in bold-faced type).
ce74f0254946b3e7,NOTA BENE,"The following exercise is an analogy, a statement of relation-",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,38,generic,generic-line-parser.v1,needs_review,,"NOTA BENE: The following exercise is an analogy, a statement of relation-"
2727f085ae09faba,penny,dime :: 1 : 10,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,39,generic,generic-line-parser.v1,needs_review,,penny : dime :: 1 : 10
9eb0151e9e1a1a27,monarch,Queen Elizabeth II ::,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,40,generic,generic-line-parser.v1,needs_review,,monarch : Queen Elizabeth II ::
a1fefd0b1dcce618,one,monopoly,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,41,generic,generic-line-parser.v1,needs_review,,one : monopoly
112480534dc4d6ab,decimate,hundred,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,42,generic,generic-line-parser.v1,needs_review,short_definition,decimate : hundred
064b2ab2fde3a4f3,triumvirate,three,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,43,generic,generic-line-parser.v1,needs_review,short_definition,triumvirate : three
856281365d5583ab,tri,bi,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,44,generic,generic-line-parser.v1,needs_review,short_definition,tri: bi
1c8645fce146f130,unus,one,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,45,generic,generic-line-parser.v1,needs_review,short_definition,unus : one
60533c375a6b79f9,quartus,fifth,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,46,generic,generic-line-parser.v1,needs_review,short_definition,quartus : fifth
36e6b43e1702cc2a,unus,monos,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,15,47,generic,generic-line-parser.v1,needs_review,short_definition,unus : monos
9daf3f39f67c9782,neighbors,c. amember ofa triumvirate plotting to get rid of the other two d. a member of a quartet who feels superior to the other three,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,16,48,generic,generic-line-parser.v1,needs_review,,"neighbors
c. amember ofa triumvirate plotting to get rid of the other two
d. a member of a quartet who feels superior to the other three"
7848f1a617d892a4,Pan,American,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,17,49,generic,generic-line-parser.v1,needs_review,,Pan-American
5a1ef27d3485e885,panorama,16 All or Nothing Omne corpus mutabile est. Every object is subject to change.—CICERO,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,17,50,generic,generic-line-parser.v1,needs_review,,"panorama
16
All or Nothing
Omne corpus mutabile est.
Every object is subject to change.—CICERO"
75460fde520c5fc0,Key Words,catholic omnipresent cloister omnivorous holocaust panacea,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,17,51,generic,generic-line-parser.v1,needs_review,,"Key Words
catholic omnipresent
cloister omnivorous
holocaust panacea"
cfd144f3f4bd5d0d,totalitarian,"PAN <G. “all” 1. pandemonium (pan° do m0’né om) [daimon <G. “divine power”] n. Uproar. Pandemonium threatens to break out after Julius Caesar is assassinated on the ides of March, but in Shakespeare's play Brutus calms the murderous senators.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,17,52,generic,generic-line-parser.v1,needs_review,,"totalitarian
PAN <G. “all”
1. pandemonium (pan° do m0’né om)
[daimon <G. “divine power”]
n. Uproar.
Pandemonium threatens to break out after
Julius Caesar is assassinated on the ides of
March, but in Shakespeare's play Brutus
calms the murderous senators."
84174cbd9a38fb20,holograph,"2. panacea (pan‘o sé’a) [akos<G. “cure”] n. A cure-all for diseases or troubles. Some politicians seem to regard tax cuts as a panacea for economic problems. OMNIS <L. “all” 3. omnipotent (6m nip’a tant) [potens <L. posse, “to be able”] adj. Having unlimited power; all-powerful. To the ancient British tribes the invading Roman army seemed omnipotent. omnipotence, 7.; the Omnipotent, n.; omnipotently, adv. 4. omnipresent (6m‘ni préz’ont) adj. Present everywhere. At harvest time the smell of garlic is omnipresent in Gilroy, California, “the garlic capital of America.” 5. omnivorous (6m niv’er as) [vorare<L. “to devour”] adj. 1. Feeding on both plants and meat. Human beings are omnivorous, though many choose to be vegetarians. 2. Devouring everything, especially intellectually. She is such an omnivorous reader she has already read all of the library's biographies, science fiction, and sports magazines. omnivore, 7.; omnivorously, adv.; omnivorousness, 7. HOLOS <G. “whole” 6. catholic (kath’o lik, kath’lik) [kata-<G. “according to”] adj. 1. Universal; including most things. Her wide travels reflect her catholic tastes. 2. (capitalized) Referring to the Roman Catholic church. Spain is a predominantly Catholic country. catholic, n.; catholically, adv.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,18,53,generic,generic-line-parser.v1,needs_review,,"holograph
2. panacea (pan‘o sé’a) [akos<G. “cure”]
n. A cure-all for diseases or troubles.
Some politicians seem to regard tax cuts as a panacea for economic
problems.
OMNIS <L. “all”
3. omnipotent (6m nip’a tant)
[potens <L. posse, “to be able”]
adj. Having unlimited power; all-powerful.
To the ancient British tribes the invading
Roman army seemed omnipotent.
omnipotence, 7.; the Omnipotent, n.; omnipotently, adv.
4. omnipresent (6m‘ni préz’ont)
adj. Present everywhere.
At harvest time the smell of garlic is omnipresent in Gilroy, California,
“the garlic capital of America.”
5. omnivorous (6m niv’er as) [vorare<L. “to devour”]
adj. 1. Feeding on both plants and meat.
Human beings are omnivorous, though many choose to be vegetarians.
2. Devouring everything, especially intellectually.
She is such an omnivorous reader she has already read all of the
library's biographies, science fiction, and sports magazines.
omnivore, 7.; omnivorously, adv.; omnivorousness, 7.
HOLOS <G. “whole”
6. catholic (kath’o lik, kath’lik) [kata-<G. “according to”]
adj. 1. Universal; including most things.
Her wide travels reflect her catholic tastes.
2. (capitalized) Referring to the Roman Catholic church.
Spain is a predominantly Catholic country.
catholic, n.; catholically, adv."
cf3433b952ff1aa4,Challenge Words,cloisonné,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,19,54,generic,generic-line-parser.v1,needs_review,,"Challenge Words
cloisonné"
0f5db918494725cd,occlude,"7. holocaust (hd’le kést, hol’a kést)",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,19,55,generic,generic-line-parser.v1,needs_review,,"occlude
7. holocaust (hd’le kést, hol’a kést)"
42a76f500fcbce24,VOCABULARY FROM CLASSICAL ROOTS,"[kaustos <G. “burned”] n. 1. A great destruction, especially by fire. After the great 1906 earthquake, a holocaust swept through San Francisco. 2. (capitalized) Murder by the Nazis of over six million Jews and millions of other people in World War II. Most Americans first learned of the extent of the Holocaust when the Nazi concentration camps were liberated at the end of World War Il. holocaustal, adj.; holocaustic, adj. TOTUS <L. “whole” 8. totalitarian (to tal’i tar’é an) [total + (author) itarian] adj. Referring to a form of government in which one person or party holds absolute control. Under Joseph Stalin the Soviet Union became a totalitarian state. totalitarianism, 7. CLAUDO, CLAUDERE, CLAUSI, CLAUSUM <L. “to close” 9. cloister (kloi’star) n. 1. A covered walk along the inside walls of a building, usually looking out on a courtyard. The cloister of the country house provided a welcome protection from the tropical sun. 2. A monastery or similar place of religious - seclusion. During the Reformation many cloisters were closed and their monks or nuns dispersed. tr. v. To seclude as in a monastery. To protect their children from the Black Plague, the parents cloistered them in an isolated village. cloistered, adj.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,19,56,generic,generic-line-parser.v1,needs_review,,"VOCABULARY FROM CLASSICAL ROOTS
[kaustos <G. “burned”]
n. 1. A great destruction, especially by fire.
After the great 1906 earthquake, a holocaust
swept through San Francisco.
2. (capitalized) Murder by the Nazis of
over six million Jews and millions of
other people in World War II.
Most Americans first learned of the extent of
the Holocaust when the Nazi concentration
camps were liberated at the end of World
War Il.
holocaustal, adj.; holocaustic, adj.
TOTUS <L. “whole”
8. totalitarian (to tal’i tar’é an) [total + (author) itarian]
adj. Referring to a form of government in which one person or
party holds absolute control.
Under Joseph Stalin the Soviet Union became a totalitarian state.
totalitarianism, 7.
CLAUDO, CLAUDERE, CLAUSI, CLAUSUM <L. “to close”
9. cloister (kloi’star)
n. 1. A covered walk along the inside walls of a
building, usually looking out on a courtyard.
The cloister of the country house provided a
welcome protection from the tropical sun.
2. A monastery or similar place of religious -
seclusion.
During the Reformation many cloisters were closed and their monks or
nuns dispersed.
tr. v. To seclude as in a monastery.
To protect their children from the Black Plague, the parents cloistered
them in an isolated village.
cloistered, adj."
9dbc52126519b906,the same as the word in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,20,57,generic,generic-line-parser.v1,needs_review,,the same as the word in bold-faced type).
676c89f4f6463604,opposite the word in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,20,58,generic,generic-line-parser.v1,needs_review,,opposite the word in bold-faced type).
3de51c36e595cf2e,Don’t cloister your emotions,express what you feel.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,21,59,generic,generic-line-parser.v1,needs_review,,Don’t cloister your emotions: express what you feel.
785f2df62f586889,An old,fashioned barbecue requires holocausting an entire cow,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,21,60,generic,generic-line-parser.v1,needs_review,,An old-fashioned barbecue requires holocausting an entire cow
98568717c929c3c6,as a twelve-year,old Jewish boy in a Nazi concentration camp.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,22,61,generic,generic-line-parser.v1,needs_review,,as a twelve-year-old Jewish boy in a Nazi concentration camp.
7140d75e8d436f30,Key Words,annihilate negate renegade aperture nihilism vacuous inception overt vanity incipient vaunt,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,22,62,generic,generic-line-parser.v1,needs_review,,"Key Words
annihilate negate renegade
aperture nihilism vacuous
inception overt vanity
incipient vaunt"
